t_id,probability
8309,0.5137477517127991
9017,0.5932523012161255
10709,0.5728363990783691
3475,0.519262433052063
10140,0.4672015607357025
266,0.5227187871932983
12749,0.5294727683067322
5826,0.5473530888557434
1191,0.556536078453064
4810,0.4597047567367554
3794,0.5087762475013733
8142,0.532551646232605
6986,0.5502161979675293
690,0.4968364238739014
1009,0.5228477716445923
5522,0.5131051540374756
7704,0.5768296122550964
1471,0.4735347330570221
6808,0.5368030071258545
2255,0.6182596683502197
4134,0.5111163258552551
4066,0.6018428802490234
4394,0.4899915754795074
10876,0.5008921027183533
13348,0.5451619029045105
3705,0.5699304342269897
12302,0.4723132848739624
10471,0.5196330547332764
6690,0.5188676714897156
5606,0.5374857187271118
7367,0.5376928448677063
9253,0.47992327809333796
11387,0.4506813287734986
2648,0.5077537298202515
4063,0.4871704876422882
7034,0.5189517140388489
8326,0.5714339017868042
3263,0.4624626934528351
4155,0.556847870349884
12813,0.5377718210220337
12462,0.5218099355697632
9802,0.4615355432033539
2160,0.5423751473426819
6746,0.4716302454471588
12306,0.5189338326454163
8405,0.4882733225822449
1591,0.5348830819129944
3932,0.5701260566711426
2947,0.571388304233551
7976,0.5247007608413696
12731,0.5381242036819458
9885,0.4745359718799591
348,0.4556386470794678
13145,0.4530164003372192
12077,0.5258473753929138
1116,0.43952247500419617
10301,0.5169709324836731
12985,0.4474537074565888
4477,0.5453376173973083
10741,0.4491250216960907
4387,0.5497154593467712
9320,0.5597111582756042
2980,0.4888682663440704
1156,0.4974516034126282
12358,0.5832386612892151
2184,0.5419906973838806
3406,0.5388340950012207
4545,0.4978369772434234
10857,0.5071316957473755
1930,0.5323851108551025
1789,0.5696185827255249
1006,0.5389149188995361
11675,0.5090755224227905
11955,0.5530683398246765
7719,0.4164911508560181
5354,0.4810238778591156
9687,0.5017733573913574
36,0.5349963903427124
892,0.5665115118026733
10342,0.5078389048576355
10259,0.534385085105896
9538,0.5264463424682617
4975,0.4261807501316071
10375,0.4968969821929932
3902,0.5012512803077698
6905,0.4113289415836334
9889,0.4924471080303192
118,0.4641512334346771
8039,0.5022721290588379
5712,0.5560407638549805
8259,0.5460965633392334
10571,0.5598180890083313
7187,0.5349298715591431
1076,0.5765562057495117
13059,0.4929596185684204
11221,0.5639151930809021
8413,0.4894708395004273
3749,0.5679884552955627
7177,0.4756740927696228
9493,0.4804003536701202
11209,0.5786105394363403
12552,0.5967859029769897
6842,0.5267919898033142
6700,0.5277614593505859
6864,0.5416362285614014
7924,0.4809886813163757
8932,0.4663457572460175
8409,0.5019264221191406
3331,0.5145568251609802
2875,0.5815737247467041
8065,0.5269599556922913
12966,0.5507076382637024
9366,0.4649293124675751
7685,0.5360888838768005
80,0.5212744474411011
62,0.4941972494125366
4837,0.4493354856967926
6140,0.4884180724620819
2996,0.5130614638328552
